train_number,train_name,source_station_code,destination_station_code
47181,Lingampalli Falaknuma Mmts,LPI,FM
47182,Lingampalli Falaknuma Mmts,LPI,FM
47183,Lingampalli Falaknuma Mmts,LPI,FM
47184,Lingampalli Falaknuma Mmts,LPI,FM
47185,Lingampalli Falaknuma Mmts,LPI,FM
47187,Lingampalli Falaknuma Mmts,LPI,FM
47188,Lingampalli Falaknuma Matrabhoomi Ladies Mmts,LPI,FM
47189,Lingampalli Falaknuma Mmts,LPI,FM
47190,Lingampalli-Falaknuma Matrubhoomi Ladies Spl Mmts,LPI,FM
47191,Lingampalli Falaknuma Mmts,LPI,FM
47192,Lingampalli Falaknuma Mmts,LPI,FM
47195,Lingampalli Secunderabad Mmts,LPI,SC
47196,Secunderabad Hyderabad Mmts,SC,HYB
47197,Falaknuma Hyderabad Mmts,FM,HYB
47198,Falaknuma Secunderabad Mmts,FM,LPI
47199,Falaknuma Hyderabad Mmts,FM,HYB
47200,Falaknuma Hyderabad Mmts,FM,HYB
47201,Falaknuma Hyderabad Mmts,FM,HYB
47202,Falaknuma Hyderabad Mmts,FM,HYB
47203,Falaknuma Lingampalli Mmts,FM,LPI
47204,Falaknuma Secunderabad Mmts,FM,SC
47206,Hyb Falaknuma Local,HYB,FM
47208,Hyderabad Falaknuma Mmts,HYB,FM
47209,Hyderabad Falaknuma Mmts,HYB,FM
47211,Falaknuma - Lingampalli Mathrubhoomi (Ladies Spl),FM,LPI
47214,Falaknuma - Lingampalli Mmts,FM,LPI
47216,Falaknuma - Lingampalli Mmts,FM,LPI
47218,Falaknuma - Lingampalli Mmts,FM,LPI
47220,Falaknuma - Lingampalli Mmts,FM,LPI
50104,Ratnagiri Dadar Passenger,RN,DR
54306,Hapur Moradabad Passenger,HPU,MB
56214,Tirupati - Chamarajanagar Fast Passenger,TPTY,CMNR
12393,Sampoorna Kranti Express,RJPB,NDLS
15235,Howrah-Darbhanga Express,HWH,DBG
18612,Varanasi-Ranchi Express,BSB,RNC
19303,Intercity Express,RTM,BPL
47193,Lingampalli Falaknuma Mmts,LPI,FM
47194,Lingampalli Falaknuma Mmts,LPI,FM
47210,Lingampalli Falaknuma Mmts,LPI,FM
47212,Lingampalli Falaknuma Mmts,LPI,FM
47213,Lingampalli Falaknuma Mmts,LPI,FM
47215,Lingampalli Falaknuma Mmts,LPI,FM
47217,Lingampalli Falaknuma Mmts,LPI,FM
47219,Lingampalli Falaknuma Mmts,LPI,FM
50107,Sawantwadi Madgaon Passenger,SWV,MAO
50108,Madgaon Sawantwadi Passenger,MAO,SWV
51027,Mumbaicst-Pandharpur Fast Passenger,CSTM,PVR
51028,Pandharpur-Mumbai Fast Passenger,PVR,CSTM
51029,Bijapur Fast Passenger,CSTM,BJP
51030,Bijapur Mumbai Fast Passenger,BJP,CSTM
51033,Mumbai Sainagar Shirdi Fast Pass(Via Daund),CSTM,SNSI
51034,Sainagar Shirdi-Mumbai Fast Passenger(Via Daund),SNSI,CSTM
51116,Dhule Dadar Passenger Composite,DHI,DR
51117,Katni Chopan Mix Passenger,KTE,CPU
51118,Chopan Katni Passenger,CPU,KTE
51135,Badnera Amravati Passenger,BD,AMI
51136,Amravati Badnera Passenger,AMI,BD
51137,Badnera Amravati Passenger,BD,AMI
51138,Amravati Badnera Passenger,AMI,BD
51139,Badnera Amravati Passenger,BD,AMI
51140,Amravati Badnera Passenger,AMI,BD
51141,Badnera Amravati Passenger,BD,AMI
51142,Amravati Badnera Passenger,AMI,BD
51145,Badnera Amravati Mix Passenger,BD,AMI
51146,Amravati Badnera Passenger,AMI,BD
51147,Badnera Amravati Passenger,BD,AMI
51148,Amravati Badnera Passenger,AMI,BD
51149,Badnera Amravati Passenger,BD,AMI
51150,Amravati Badnera Passenger,AMI,BD
51181,Devlali Bhusaval Passenger,DVL,BSL
51182,Bhusaval Devlali Passenger,BSL,DVL
51187,Bhusaval - Katni Passenger,BSL,KTE
51188,Katni - Bhusaval Passenger,KTE,BSL
51190,Allahabad - Itarsi Passenger,ALD,ET
51197,Bhusaval Wardha Passenger,BSL,WR
51198,Wardha Bhusaval Passenger,WR,BSL
54316,Saharanpur Moradabad Passenger,SRE,MB
54391,Aligarh -  Moradabad Passenger,ALJN,MB
54396,Najibabad - Moradabad Passenger,NBD,MB
12434,Delhi H.Nizamuddin-Chennai Central Rajdhani Expres,NZM,MAS
50105,Diva Sawantwadi Passenger,DIVA,SWV
51153,Mumbai Bhusaval Passenger,CSTM,BSL
51154,Bhusaval Mumbai Passenger,BSL,CSTM
51157,Bhusaval Itarsi Passenger,BSL,ET
51183,Bhusaval Amravati Passenger,BSL,AMI
51195,Wardha Balharshah Passenger,WR,BPQ
51254,Chhindwara Amla Passenger,CWA,AMLA
51255,Junnor Deo Chhindwara Passenger,JNO,CWA
51256,Chhindwara Junnor Deo Passenger,CWA,JNO
51259,Wardha Nagpur Passenger,WR,NGP
51260,Nagpur Wardha Passenger,NGP,WR
51262,Wardha Amravati Passenger,WR,AMI
51286,Nagpur Bhusaval Passenger,NGP,BSL
51293,Nagpur Amla Passenger,NGP,AMLA
51294,Amla Nagpur Passenger,AMLA,NGP
51323,Daund Baramati Shuttle,DD,BRMT
51325,Pune-Daund Shuttle,PUNE,DD
51327,Daund -Baramati Shuttle.,DD,BRMT
51348,Baramati Daund Passenger,BRMT,DD
51350,Daund-Pune Fast Shuttle,DD,PUNE
51353,Pune -Daund Shuttle.,PUNE,DD
51401,Pune Manmad Passenger(Via Daund),PUNE,MMR
51402,Manmad-Pune Passenger(Via Daund),MMR,PUNE
51405,Miraj- Castle Rock Passenger,MRJ,CLR
51406,Castle Rock Miraj Passenge,CLR,MRJ
51407,Miraj-Kolhapur Passenger,MRJ,KOP
51408,Kolhapur Miraj Passenger,KOP,MRJ
51411,Bellary-Dharwar Passenger,BAY,DWR
51412,Hubli Bellary Passenger,UBL,BAY
51417,Karjat Pune Passenger,KJT,PUNE
51418,Pune Karjat Passenger,PUNE,KJT
51419,Miraj Hubli Passenger,MRJ,UBL
51420,Hubli Miraj Passenger,UBL,MRJ
51423,Igatpuri Manmad Shuttle,IGP,MMR
51424,Manmad Igatpuri Shuttle,MMR,IGP
51425,Parlivaijnath-Miraj Passenger,PRLI,MRJ
51426,Miraj-Parli Vaijnath Passenger,MRJ,PRLI
51427,Miraj C Shahu Maharaj Passenger,MRJ,KOP
51428,C Shahu Maharaj Miraj Passenger,KOP,MRJ
51429,Sangli-Kolhapur Passenger,SLI,KOP
51430,C Shahu Maharaj Sangli Passenger,KOP,SLI
51431,Miraj -Londa Passenger,MRJ,LD
51432,Londa-Miraj Passenger,LD,MRJ
54394,Gajraula Moradabad Passenger,GJL,MB
54397,Moradabad Sambahal Hatim Sarai Pass,SHTS,MB
55302,Kgm-Mb Pass.,KGM,MB
55304,Kathgodam - Moradabad Pass,KGM,MB
12368,Vikramshila Express,ANVT,BGP
51284,Amravati Bhusaval Passenger,AMI,BSL
51324,Baramati-Daund- Pune Passenger,BRMT,PUNE
51326,Baramati-Daund- Pune Shutte,BRMT,PUNE
51409,Pune -Shree Chatrapati Shahu M(T) Kolhapur Pass,PUNE,KOP
51410,Shree Chatrapati Shahu M(T) Kolhapur- Pune Passenger,KOP,PUNE
51421,Pune-Nizamabad Pass,PUNE,NZB
51422,Nizamabad Pune Passenger,NZB,PUNE
51433,Nizamabad Pandharpur Passenger,NZB,PVR
51434,Pandharpur Nizamabad Passenger,PVR,NZB
51441,Satara C Shahu Maharaj Passenger,STR,KOP
51442,C Shahu Maharaj Pune Passenger,KOP,STR
51445,Pandharpur Miraj Passenger,PVR,MRJ
51446,Miraj Pandharpur Passenger,MRJ,PVR
51449,Pune Solapur Passenger,PUNE,SUR
51450,Solapur Pune Passenger,SUR,PUNE
51455,Pune Solapur Passenger,PUNE,SUR
51456,Sholapur Pune Passenger,SUR,PUNE
51458,Dharwad Hubli Passenger,DWR,UBL
51461,Miraj Belgaum Passenger,MRJ,BGM
51462,Belgaum Miraj Passenger,BGM,MRJ
51463,Miraj Belgaum Passenger,MRJ,BGM
51464,Belgaum Miraj Passenger,BGM,MRJ
51601,Bina Katni Passenger,BINA,KTE
51602,Katni Bina Passenger,KTE,BINA
51605,Katni Chirmiri Passenger,KTE,CHRM
51607,Bina Guna Passenger,BINA,GUNA
51608,Guna Bina Passenger,GUNA,BINA
51609,Bina Guna Passenger,BINA,GUNA
51610,Guna Bina Passenger,GUNA,BINA
51611,Kota - Bina Passenger,KOTA,BINA
51612,Bina - Kota Passenger,BINA,KOTA
51614,Katni - Kota Passenger,KMZ,KOTA
51632,Bina Bhopal Passenger,BINA,BPL
51674,Satna - Itarsi Passenger,STA,ET
51675,Katni Chopan Fast Passenger,KTE,CPU
51676,Chopan Katni Passenger,CPU,KTE
51677,Chopan Shaktinagar Passenger,CPU,SKTN
51678,Shaktinagar Chopan Passenger,SKTN,CPU
51683,Khandwa Bir Shuttle,KNW,BIR
51684,Bir Khandwa Shuttle,BIR,KNW
51685,Khandwa Bir Shuttle,KNW,BIR
51686,Bir Khandwa Shuttle,BIR,KNW
51687,Khandwa Bir Shuttle,KNW,BIR
51688,Bir Khandwa Shuttle,BIR,KNW
51689,Khandwa Bir Shuttle,KNW,BIR
51701,Jabalpur - Rewa Passenger,JBP,REWA
53450,Bhagalpur Banka Passenger,BGP,BAKA
51435,Pune Satara Passenger,PUNE,STR
51436,Satara Pune Passenger,STR,PUNE
51451,Pune-Daund- Baramati Passenger,PUNE,BRMT
51452,Baramati-Daund-Pune Passenger,BRMT,PUNE
51603,Sagar Katni Passenger,SGO,KTE
51690,Bir Khandwa Shuttle,BIR,KNW
51751,Rewa Bilaspur Fast Passenger,REWA,BSP
51752,Bilaspur Rewa Fast Passenger,BSP,REWA
51753,Rewa Chirmiri Fast Passenger,REWA,CHRM
51754,Chirmiri Rewa Fast Passenger,CHRM,REWA
51755,Chirmiri Manendragarh Passenger,CHRM,MDGR
51756,Manendragarh Chirmiri Passenger,MDGR,CHRM
51763,Satna Manikpur Passenger,STA,MKP
51764,Manikpur Satna Passenger,MKP,STA
51765,Satna Manikpur Passenger,STA,MKP
51766,Manikpur Satna Passenger,MKP,STA
51767,Katni Satna Passenger,KTE,STA
51768,Satna Katni Passenger,STA,KTE
51777,Gwalior Bhind Passenger,GWL,BIX
51778,Bhind Gwalior Passenger,BIX,GWL
51779,Gwalior Bhind Passenger,GWL,BIX
51780,Bhind Gwalior Passenger,BIX,GWL
51801,Mahoba Kanpur Pass,MBA,CNB
51802,Kanpur Mahoba Passenger,CNB,MBA
51803,Mahoba Banda Passenger,MBA,BNDA
51804,Banda Mahoba Passenger,BNDA,MBA
51805,Jhansi Banda Passenger,JHS,BNDA
51806,Banda Jhansi Passenger,BNDA,JHS
51807,Banda Manikpur Passenger,BNDA,MKP
51808,Manikpur Banda Passenger,MKP,BNDA
51809,Kanpur Tundla Passenger,CNB,TDL
51810,Tundla Kanpur Passenger,TDL,CNB
51811,Bina Jhansi Passenger,BINA,JHS
51812,Jhansi Bina Passenger,JHS,BINA
51813,Jhansi Lucknow Passenger,JHS,LKO
51814,Lucknow-Jhansi Passenger,LKO,JHS
51815,Jhansi Agra Passenger,JHS,AGC
51818,Bandikui Agra Pass,BKI,AF
51819,Jhansi Allahabad Passenger,JHS,ALD
51821,Jhansi - Khujuraho Passenger,JHS,KURJ
51822,Khujuraho - Jhansi Passenger,KURJ,JHS
51828,Jhansi Itarsi Passenger,JHS,ET
51829,Nagpur Itarsi Passenger,NGP,ET
51830,Itarsi Nagpur Passenger,ET,NGP
51831,Jhansi Agra Passenger,JHS,AGC
51832,Agra Jhansi Passenger,AGC,JHS
51861,Ait Konch Passenger,AIT,KNH
55306,Ramnagar - Moradabad Fast Passenger,RMR,MB
51823,Farukhabad Allahabad Kanpur Passenger,ALD,FBD
51824,Farrukhabad Allahabad Passenger,FBD,ALD
51825,Kanpur Farrukhabaad Passenger,CNB,FBD
51826,Farrukhabad Kanpur Passenger,FBD,CNB
51863,Ait Konch Passenger,AIT,KNH
51864,Konch Ait Passenger,KNH,AIT
51865,Ait Konch Passenger,AIT,KNH
51866,Konch Ait Passenger,KNH,AIT
51867,Ait Konch Passenger,AIT,KNH
51868,Konch Ait Passenger,KNH,AIT
51869,Ait Konch Passenger,AIT,KNH
51870,Konch Ait Passenger,KNH,AIT
51901,Agra Delhi Passenger,AGC,DLI
51902,Delhi Agra Passenger,DLI,AGC
51903,Delhi Rohtak Passenger,DLI,ROK
51904,Rohtak Delhi Passenger,ROK,DLI
51905,Delhi Shamli Passenger,DLI,SMQL
51906,Shamli Delhi Passenger,SMQL,DLI
51907,Shamli Saharanpur Passenger,SMQL,SRE
51908,Saharanpur Shamli Passenger,SRE,SMQL
51910,Saharanpur Delhi Passenger,SRE,DLI
51911,Delhi Shamli Saharanpur Passenger,DLI,SRE
51912,Saharanpur Delhi Passenger,SRE,DLI
51913,Delhi - Saharanpur Passenger,DLI,SRE
51914,Saharanpur - Delhi Passenger,SRE,DLI
51915,Delhi - Farukh Nagar Passenger,DLI,FN
51916,Farukh Nagar - Delhi Passenger,FN,DLI
51971,Mathura Alwar Passenger,MTJ,AWR
51972,Alwar Mathura Passenger,AWR,MTJ
51973,Mathura Alwar Bandikui Passenger,MTJ,BKI
51974,Bandikui Mathura Passenger,BKI,MTJ
51975,Kasganj-Mathura Passenger,KSJ,MTJ
51976,Mathura-Kasganj Passenger,MTJ,KSJ
52002,Waghai Bilimora Mix Passenger,WGI,BIM
52003,Bilimora Waghai Mix Passenger,BIM,WGI
52004,Waghai Bilimora Mix Passenger,WGI,BIM
52011,Bilimora Waghai Pass,BIM,WGI
52012,Waghai Bilimora Pass,WGI,BIM
52013,Bilimora Waghai Pass,BIM,WGI
52014,Waghai Bilimora Pass,WGI,BIM
52015,Bharuch Kavi Passenger,BH,KAVI
52020,Dabhoi Miyagam Passenger,CDD,MYG
52021,Moti Koral Miyagam Mix Passenger,MKRL,MYG
52022,Miyagam Moti Koral Mix Passenger,MYG,MKRL
52023,Malsar Dabhoi Mix Passenger,MLSR,DB
52024,Dabhoi Malsar Mix Passenger,DB,MLSR
55308,Ramnagar - Moradabad Passenger,RMR,MB
55310,Ramnagar - Moradabad Passenger,RMR,MB
51881,Gwalior Agra Fast Passenger,GWL,AGC
51883,Bina Gwalior Passenger,BINA,GWL
51884,Gwalior Bina Passenger,GWL,BINA
52025,Dabhoi Chandod Mix Passenger,DB,CDD
52026,Chandod Dabhoi Mix Passenger,CDD,DB
52027,Choranda Dabhoi Mix Passenger,CRND,DB
52028,Dabhoi Choranda Mix Passenger,DB,CRND
52033,Jambusar Pratapnagar Mix Passenger,JMB,PRTN
52034,Pratapnagar Jambusar Mix Passenger,PRTN,JMB
52035,Jambusar Pratapnagar Passenger,JMB,PRTN
52036,Pratapnagar Jambusar Passenger,PRTN,JMB
52037,Nadiad Bhadran Mix Passenger,ND,BDRN
52038,Bhadran Nadiad Mix Passenger,BDRN,ND
52041,Miyagam Dabhoi Mix Passenger,MYGL,DB
52042,Dabhoi Jn Miyagam Jn Ng Passenger,DB,MYGL
52045,Miyagam Dabhoi Mix Passenger,MYG,DB
52046,Dabhoi Miyagam Mix Passenger,DB,MYG
52048,Umarpada Kosamba Passenger,UMPD,KSB
52072,Mavli - Bari Sadri Passenger,MVJ,BI
52073,Marwar Mavli Passenger,MJ,MVJ
52074,Mavli Marwar Passenger,MVJ,MJ
52075,Marwar Mavli Passenger,MJ,MVJ
52076,Mavli Marwar Passenger,MVJ,MJ
52082,Loharu Jaipur Passenger,LHU,JP
52083,Jaipur Loharu Passenger,JP,LHU
52084,Loharu Jaipur Passenger,LHU,JP
52085,Jaipur Churu Passenger,JP,CUR
52086,Churu Jaipur Passenger,CUR,JP
52087,Sikar Churu Passenger,SIKR,CUR
52088,Churu Sikar Passenger,CUR,SIKR
52101,Neral Matheran Passenger,NRL,MAE
52102,Matheran Neral Passenger,MAE,NRL
52103,Neral Matheran Passenger,NRL,MAE
52104,Matheran Neral Passenger,MAE,NRL
52105,Neral Matheran Passenger,NRL,MAE
52106,Matheran Neral Passenger,MAE,NRL
52108,Matheran Neral Passenger,MAE,NRL
52109,Neral Matheran Passenger,NRL,MAE
52110,Matheran Neral Passenger,MAE,NRL
52121,Pachora Jamner Passenger,PC,JMNR
52123,Pachora Jamner Passenger,PC,JMNR
52131,Murtajapur Yavatmal Passenger,MZR,YTL
52132,Yavatmal Murtajapur Passenger,YTL,MZR
52137,Murtajapur Achalpur Passenger,MZR,ELP
52138,Achalpur Murtajapur Passenger,ELP,MZR
52143,Pulgaon Arvi Passenger,PLO,ARVI
52144,Arvi Pulgaon Passenger,ARVI,PLO
55312,Kashipur - Moradabad Passenger,KPV,MB
14055,Dibrugarh - Old Delhi Brahmaputra Exp,DBRG,DLI
15959,Howrah - Dibrugarh Kamrup Exp,HWH,DBRG
52122,Jamner Pachora Passenger,JMNR,PC
52124,Jamner Pachora Passenger,JMNR,PC
52171,Gwalior Sheopur Passenger,GWO,SOE
52172,Sheopur Gwalior Passenger,SOE,GWL
52174,Sabalgarh Gwalior Passenger,SBL,GWL
52175,Gwalior Sabalgarh Fast Passenger,GWL,SBL
52177,Sabalgarh Sheopur Passenger,SBL,SOE
52178,Sheopur Sabalgarh Passenger,SOE,SBL
52181,Dhaulpur Tantpur Passenger,DHO,TPO
52182,Tantpur Mohari Bari Passenger,TPO,BARI
52183,Bari Mohari Sirmuttra Passenger,BARI,SRMT
52201,Kasganj Lalkuan Passenger,KSJF,LKKA
52202,Lalkuan Kasganj Passenger,LKKA,KSJF
52203,Kasganj Tanakpur Passenger,KSJF,TPU
52204,Tanakpur-Bareilly Passenger,TPU,KSJF
52205,Kasganj Pilibhit Passenger,KSJF,PBE
52206,Pilibhit Kasganj Passenger,PBE,KSJF
52207,Kasganj Pilibhit Passenger,KSJF,PBE
52208,Pilibhit Kasganj Passenger,PBE,KSJF
52209,Bareilly Lalkuan Passenger,BRY,LKKA
52210,Lalkuan Bareilly Passenger,LKKA,BRY
52211,Bareilly Lal Kuan Passenger,BRY,LKKA
52212,Lal Kuan Bareilly Passenger,LKKA,BRY
52214,Mailani Bareilly Passenger,MLN,BRY
52215,Bareilly Pilibhit Passenger,BRY,PBE
52216,Pilibhit Bareilly Passenger,PBE,BRY
52217,Kasganj Bareilly Passenger,KSJF,BRY
52218,Bareilly Kasganj Passenger,BRY,KSJF
52219,Pilibhit Tanakpur Passenger,PBE,TPU
52220,Tanakpur Pilibhit Passenger,TPU,PBE
52221,Pilibhit Mailani Passenger,PBE,MLN
52222,Mailani Pilibhit Passenger,MLN,PBE
52223,Pilibhit Mailani Passenger,PBE,MLN
52224,Lakhimpur Pilibhit Passenger,LMP,PBE
52225,Pilibhit Lakhimpur Passenger,PBE,LMP
52226,Mailani Pilibhit Passenger,MLN,PBE
52227,Pilibhit Tanakpur Passenger,PBE,TPU
52229,Shahjahanpur Tanakpur Passenger,SZP,TPU
52230,Tanakpur Shahjahanpur Passenger,TPU,SZP
52231,Pilibhit Shahjahanpur Passenger,PBE,SZP
52232,Shahjahanpur Pilibhit Passenger,SZP,PBE
52233,Pilibhit Shahjahanpur Passenger,PBE,SZP
52234,Shahjahanpur Pilibhit Passenger,SZP,PBE
52235,Pilibhit Shahjahanpur Passenger,PBE,SZP
55324,Ramnagar - Moradabad Passenger,RMR,MB
52176,Sabalgarh Gwalior Fast Passenger,SBL,GWL
52180,Sirmuttra Dhaulpur Passenger,SRMT,DHO
52184,Sirmuttra Dhaulpur Passenger,SRMT,DHO
52236,Shahjahanpur Pilibhit Passenger,SZP,PBE
52237,Pilibhit - Aishbagh Pass,PBE,ASSH
52239,Tikunia - Aishbagh Passenger,TQN,ASSH
52240,Aishbagh - Tikunia Passenger,ASSH,TQN
52241,Mailani Aishbagh Passenger,MLN,ASH
52242,Aishbagh Mailani Passenger,ASH,MLN
52243,Pilibhit - Aishbagh Passenger,PBE,ASSH
52245,Mailani  - Aishbagh Passenger,MLN,ASSH
52246,Aishbagh - Mailani Passenger,ASSH,MLN
52247,Mailani Sitapur Passenger,MLN,STP
52248,Sitapur Mailani Passenger,STP,MLN
52249,Sitapur Aishbagh Passenger,STP,ASH
52250,Aishbagh - Sitapur  Passenger,ASSH,STP
52251,Sitapur - Aishbagh Passenger,STP,ASSH
52252,Aishbagh Sitapur Passenger,ASH,STP
52254,Mailani Gonda Passenger,MLN,GD
52255,Gonda Bareilly Passenger,GD,BRY
52257,Gonda Mailani Passenger,GD,MLN
52258,Mailani Gonda Passenger,MLN,GD
52259,Gonda Mailani Passenger,GD,MLN
52260,Mailani Gonda Passenger,MLN,GD
52261,Gonda Nepalganj Passenger,GD,NPR
52262,Nepalganj Gonda Passenger,NPR,GD
52263,Gonda Nepalganj Passenger,GD,NPR
52264,Nepalganj Gonda Passenger,NPR,GD
52265,Gonda Nepalganj Passenger,GD,NPR
52266,Nepalganj Gonda Passenger,NPR,GD
52267,Gonda Nepalganj Passenger,GD,NPR
52268,Nepalganj Gonda Passenger,NPR,GD
52269,Anand Nagar Gonda Fast Passenger,ANDN,GD
52270,Gonda Anandnagar Passenger,GD,ANDN
52271,Anand Nagar Gonda Passenger,ANDN,GD
52272,Gonda Anandnagar Passenger,GD,ANDN
52274,Gonda Anandnagar Passenger,GD,ANDN
52276,Gonda Anandnagar Passenger,GD,ANDN
52277,Palia Kalan Mailani Passenger,PLK,MLN
52278,Mailani Palia Kalan Passenger,MLN,PLK
52280,Chhapra-Thawe Passenger,CPR,THE
52282,Chhapra Thawe Passenger,CPR,THE
52283,Thawe Chhapra Passenger,THE,CPR
52285,Thawe Chhapra Passenger,THE,CPR
52286,Chhapra Thawe Passenger,CPR,THE
52287,Thawe Chhapra Passenger,BRY,LKKA
52288,Chhapra Thawe Passenger,LKU,BRY
54311,Bareilly Moradabad Passenger,BE,MB
52273,Anand Nagar Gonda Passenger,ANDN,GD
52275,Anand Nagar Gonda Passenger,ANDN,GD
52295,Bareilly Lal Kuan Passenger,THE,CPR
52297,Pilibhit Shahjahanpur Passenger,PBE,SZP
52298,Shahjahanpur Pilibhit Passenger,SZP,PBE
52301,Balgona-Katwa Fast Local,BGNA,KWF
52302,Katwa Balgona Local,KWF,BGNA
52322,Saharsa-Forbesganj Passenger,SHC,FBG
52323,Forbesganj-Saharsa Passenger,FBG,SHC
52324,Saharsa-Forbesganj Passenger,SHC,FBG
52325,Forbesganj-Saharsa Passenger,FBG,SHC
52326,Saharsa-Forbesganj Passenger,SHC,FBG
52327,Forbesganj-Saharsa Passenger,FBG,SHC
52328,Saharsa-Forbesganj Passenger,SHC,FBG
52329,Forbesganj-Saharsa Passenger,FBG,SHC
52330,Saharsa-Forbesganj Passenger,SHC,FBG
52468,Baijnathpaprola  - Pathankot Passenger,BJPL,PTK
52471,Kangra Valley Rail Passenger,PTK,JDNX
52467,Kangra Valley Rail Passenger,PTK,BJPL
52470,Kangra Valley Rail Passenger,BJPL,PTK
16311,Bikaner - Kochuveli Express,BKN,KCVL
52472,Joginder Nagar - Pathankot Passenger,JDNX,PTK
52474,Kangra Valley Rail Passenger,JDNX,PTK
52501,Bhikhnathori Narkatiaganj Passenger,BKF,NKE
52502,Narkatiaganj Bhikhna Thori Passenger,NKE,BKF
52503,Bhikhnathori Narkatiaganj Passenger,BKF,NKE
52504,Narkatiaganj Bhikhna Thori Passenger,NKE,BKF
52505,Bhikhnathori Narkatiaganj Passenger,BKF,NKE
52506,Narkatiaganj Bhikhna Thori Passenger,NKE,BKF
52507,Raxaul-Narkatiaganj Passenger,RXL,NKE
52508,Narkatiganj Raxaul Passenger,NKE,RXL
52509,Raxaul Narkatiaganj Passenger,RXL,NKE
52510,Narkatiaganj Raxaul Passenger,NKE,RXL
52511,Raxaul Narkatiaganj Passenger,RXL,NKE
52512,Narkatiaganj Raxaul Passenger,NKE,RXL
52515,Jhanjharpur Laukaha Bazar Passenger,JJP,LKQ
52516,Laukaha Bazar Jhanjharpur Passenger,LKQ,JJP
52518,Laukaha Bazar Sakri Passenger,JJP,SKI
52519,Sakri Laukaha Bazar Passenger,SKI,JJP
52520,Laukaha Bazar Sakri Passenger,JJP,SKI
52521,Sakri Laukaha Bazar Passenger,SKI,JJP
52522,Laukaha Bazar Sakri Passenger,JJP,SKI
52523,Sakri Nirmali Passenger,SKI,NMA
52524,Nirmali Sakri Pass,NMA,SKI
52525,Sakri Nirmali Pass,SKI,NMA
52526,Nirmali Sakri Passenger,NMA,SKI
52527,Sakri Nirmali Pass,SKI,NMA
52528,Nirmali Sakri Pass,NMA,SKI
52529,Sakri Nirmali Pass,SKI,NMA
52530,Nirmali Sakri Pass,NMA,SKI
52531,Sakri Nirmali Pass,SKI,NMA
52532,Nirmali Sakri Pass,NMA,SKI
52534,Bihariganj Banmankhi Passenger,BHGJ,BNKI
52535,Banmankhi Bihariganj Passenger,BNKI,BHGJ
52536,Bihariganj Purnia Passenger,BHGJ,PRNA
52537,Purnia Bihariganj Passenger,BNKI,BHGJ
52538,Bihariganj Purnia Passenger,BHGJ,PRNA
52540,Darjeeling Kurseong Toy Train,DJ,KGN
52541,Kurseong Darjeeling Toy Train,NJP,DJ
52544,Darjeeling Kurseong Toy Train,DJ,KGN
52545,Kurseong Darjeeling Toy Train,KGN,DJ
52547,Darjeeling Joyride,DJ,DJRZ
52548,Darjeeling Himalayan Toy Train,DJ,DJRZ
52549,Darjeeling Himalayan Toy Train,DJ,DJRZ
52550,Darjeeling Joyride,DJ,DJRZ
52552,Murliganj-Purnia Passenger,MRIJ,PRNA
52553,Purnia Murliganj Passenger,PRNA,MRIJ
52566,Jiribam - Silchar Mg Passenger,JRBM,SCL
18005,Howrah - Jagdalpur Samaleshwari Exp,HWH,JDB
52554,Muraliganj Purnia Passenger,MRIJ,PRNA
52556,Budhma Banmankhi Passenger,BDMA,BNKI
52557,Banmankhi Budhma Passenger,BNKI,BDMA
52558,Budhma Banmankhi Passenger,BDMA,BNKI
52563,Agartala Silchar Passenger,AGTL,SCL
52564,Silchar Agartala Passenger,SCL,AGTL
52565,Silchar - Jiribam Mg Passenger,SCL,JRBM
52567,Badarpur Bhairabhi Passenger,BPB,BHRB
52568,Bhairabhi Badarpur Passenger,BHRB,BPB
52569,Karimganj Dullabcherra Passenger,KXJ,DLCR
52570,Dullabcherra Karimganj Passenger,DLCR,KXJ
52571,Karimganj Dullabcherra Passenger,KGN,DJ
52572,Dullabcherra Karimganj Passenger,DLCR,KXJ
52575,Agartala Dharmanagar Passenger,AGTL,DMR
52576,Dharmanagar Agartala Passenger,DMR,AGTL
52577,Dharmanagar Silchar Passenger,DMR,SCL
52578,Silchar Dharmanagar Passenger,SCL,DMR
52579,Agartala Dharmanagar Passenger,AGTL,DMR
52580,Dharmanagar Agartala Passenger,DMR,AGTL
52901,Mahesana Ahmedabad Passenger,MSH,ADI
52903,Mahesana Ahmedabad Passenger,MSH,ADI
52904,Ahmedabad Mahesana Passenger,ADI,MSH
52906,Ahmedabad Mahesana Passenger,ADI,MSH
52907,Mahesana Ahmedabad Passenger,MSH,ADI
52908,Ahmedabad Mahesana Passenger,ADI,MSH
52909,Mahesana Ahmedabad Passenger,MSH,ADI
52910,Ahmedabad Mahesana Fast Passenger,ADI,MSH
52911,Ranuj Ahmedabad Fast Passenger,RUJ,ADI
52912,Ahmedabad Ranuj Fast Passenger,ADI,RUJ
52913,Patan Ahmedabad Passenger,RUJ,ADI
52914,Ahmedabad Ranuj Passenger,ADI,RUJ
52915,Nandol Dehegam Ahmedabad Passenger,NHM,ADI
52916,Ahmedabad Nandol Dehegam Passenger,ADI,NHM
52917,Nandol Dehegam Ahmedabad Passenger,NHM,ADI
52918,Ahmedabad Nandol Dehegam Passenger,ADI,NHM
