train_number,train_name,source_station_code,destination_station_code
16313,Executive Express,ERS,CAN
16314,Executive Express,CAN,ERS
16315,Bangalore - Kochuveli Exp,SBC,KCVL
16316,Kochuveli - Bangalore Exp,KCVL,SBC
16317,Himsagar Express,CAPE,JAT
16318,Himsagar Express,JAT,CAPE
16318-Slip,Himsagar Express Slip,JAT,TEN
16324,Shalimar Tiruvananthapuram Express,SHM,TVC
16325,Ahilyanagari Express,INDB,TVC
16327,Korba Tiruvananthapuram Express,KRBA,TVC
16328,Trivandrum-Korba Express,TVC,KRBA
16331,Mumbai Cst - Trivandrum Exp,CSTM,TVC
16332,Trivandrum - Mumbai Cst Exp,TVC,CSTM
16333,Veraval - Trivandrum Exp,VRL,TVC
16334,Trivandrum - Veraval Exp,TVC,VRL
16335,Gandhidham - Nagercoil Weekly Exp,GIMB,NCJ
16336,Nagercoil - Gandhidham Weekly Exp,NCJ,GIMB
16337,Okha - Ernakulam Exp,OKHA,ERS
16338,Ernakulam - Okha Exp,ERS,OKHA
16339,Mumbai Cst - Nagercoil Exp,CSTM,NCJ
16340,Nagercoil - Mumbai Cst Exp,NCJ,CSTM
16341,Guruvayur-Ernakulam-Trivandrum Intercity Express,GUV,TVC
16342,Trivandrum-Ernakulam-Guruvayur Intercity Express,TVC,GUV
16343,Amrita Express,TVC,PGTN
16344,Amrita Express,PGTN,TVC
16347,Trivandrum Mangalore Express,TVC,MAQ
16348,Trivandrum Express,MAQ,TVC
16349,Trivandrum Nilambur Road Rajya Rani Express,TVC,NIL
16350,Nilambur Road Trivandrum Rajya Rani Express,NIL,TVC
16381,Mumbai Cst - Kanyakumari Express,CSTM,CAPE
16382,Kanniyakumari-Mumbai Cst Express,CAPE,CSTM
16517,Yeshvantapur-Kannur Express,YPR,CAN
16527,Yesvantpur - Kannur Express,YPR,CAN
16529,Udyan Express,CSTM,SBC
16530,Udyan Express,SBC,CSTM
16532,Garib Nawaz Express,YPR,AII
16560,Yeshvantapur-Mysore Express,YPR,MYS
58402,Paradip Cuttack Passenger,PRDP,CTC
14511,Allahabad-Saharanpur Nauchandi Express,ALD,SRE
16345,Mumbai Ltt - Trivandrum Netravati Exp,LTT,TVC
16346,Trivandrum - Mumbai Ltt Netravati Exp,TVC,LTT
16351,Mumbai Cst - Nagercoil Balaji Exp,CSTM,NCJ
16360,Patna - Ernakulam Express,PNBE,ERS
16501,Ahmedabad Bangalore Express,ADI,SBC
16502,Bangalore - Ahmedabad (Weekly) Express,SBC,ADI
16505,Gandhidham - Bangalore Exp,GIMB,SBC
16506,Bangalore - Gandhidham Exp,SBC,GIMB
16508,Bangalore - Bhagat Ki Kothi Exp,SBC,JU
16516,Karwar-Yeshvantpur Express,KAWR,YPR
16518,Kannur-Yesvantpur Express,CAN,YPR
16520,Bangalore - Jolarpettai Exp,SBC,JTJ
16521,Bangarpet-Bangalore Express,BWT,SBC
16522,Bangalore Bangarpet Express,SBC,BWT
16525,Kanniyakumari - Bangalore Island Exp,CAPE,SBC
16528,Kannur - Yeshvantpur Express,CAN,YPR
16531,Garib Nawaz Express,AII,YPR
16533,Bhagat Ki Kothi - Bangalore City Exp,BGKT,SBC
16534,Bangalore City - Jodhpur Exp,SBC,JU
16535,Gol Gumbaz Express,YPR,SUR
16536,Gol Gumbaz Express,SUR,YPR
16537,Bangalore-Nagercoil Weekly Express,SBC,NCJ
16538,Nagercoil-Bangalore Express,NCJ,SBC
16557,Rajya Rani Express,MYS,SBC
16559,Mysore-Yeshvantapur Express,MYS,YPR
16589,Rani Chennamma Express,SBC,KOP
16590,Rani Chennamma Express,KOP,SBC
16591,Hampi Express,UBL,SBC
16592,Hampi Express,SBC,UBL
16593,Nanded-Bangalore Express,NED,SBC
16594,Bangalore-Nanded Express,SBC,NED
16605,Eranad Express,MAQ,NCJ
16606,Eranad Express,NCJ,MAQ
16609,Nagercoil-Coimbatore Express,NCJ,CBE
16610,Coimbatore-Nagercoil Express,CBE,NCJ
16612,Coimbatore Tuticorin Link Express,CBE,TN
16687,Navyug Express,MAQ,JAT
16688,Navyug Express,JAT,MAQ
16688-Slip,Navyug Express Slip,JAT,TEN
16702,Rameswaram-Chennai Egmore Express,RMM,MS
16713,Setu Express,MS,RMM
16714,Setu Express,RMM,MS
16731,Tuticorin Mysore Express,TN,MYS
16735,Chendhur Express,MS,TCN
16853,Cholan Express (Day Express),MS,TPJ
17001,Sainagar Shirdi Secunderabad Express,SNSI,SC
17015,Visakha Express,BBS,SC
63151,Jasidih Baidyanathdham Passenger,JSME,BDME
15653,Guwahati - Jammu Tawi Amarnath Exp,GHY,JAT
16603,Maveli Express,MAQ,TVC
16604,Maveli Express,TVC,MAQ
16611,Tuticorin Coimbatore Link Express,TN,CBE
16613,Rajkot - Coimbatore Exp,RJT,CBE
16614,Coimbatore - Rajkot Exp,CBE,RJT
16628,West Coast Express,MAQ,MAS
16629,Malabar Express,TVC,MAQ
16630,Malabar Express,MAQ,TVC
16649,Parasuram Express,MAQ,TVC
16650,Parasuram Express,TVC,MAQ
16669,Yercaud Express,MAS,ED
16670,Yercaud Express,ED,MAS
16724,Trivandrum - Chennai Egmore Anantapuri Exp,TVC,MS
16732,Mysore-Tuticorin Express,MYS,TN
16733,Rameswaram-Okha Express,RMM,OKHA
16734,Okha-Rameswaram Express,OKHA,RMM
16736,Chendhur Express,TCN,MS
16779,Tirupati - Rameswaram Exp,TPTY,RMM
16780,Rameswaram - Tirupati Exp,RMM,TPTY
16787,Tirunelveli - Katra Exp,TEN,SVDK
16788,Jammu Erode - Tirunelveli Link Exp,ED,TEN
16854,Cholan Express( Day Express),TPJ,MS
16861,Tiruturaipudi Karaikkudi Express,TTP,KKDI
16862,Karaikkudi Tiruturaipudi Express,KKDI,TTP
16865,Tea Garden Express,NCR,ERS
16866,Tea Garden Express,ERS,NCR
17003,Hyderabad-Kolhapur Biweekly Express,HYB,KOP
17004,Kolhapur-Hyderabad Biweekly Express,KOP,HYB
17005,Hyderabad Deccan - Raxaul  Exp,HYB,RXL
17006,Raxaul - Hyderabad Deccan Exp,RXL,HYB
17013,Pune-Hyderabad Express,PUNE,HYB
17014,Hyderabad-Pune Express,HYB,PUNE
17032,Hyderabad-Mumbai Express,HYB,CSTM
17037,Secunderabad - Bikaner Express,SC,BKN
17057-Slip,Mumbai -Daund Devagiri Express Slip,CSTM,DD
17203,Bhavnagar(T)-Kakinada Town Express,BVC,CCT
17204,Kakinada Town- Bhavnagar Express,CCT,BVC
17205,Sainagar Shirdi-Kakinada Express,SNSI,CCT
17206,Kakinada-Sainagar Shirdi Express,CCT,SNSI
17209,Bangalore - Kakinada Town Seshadri Exp,SBC,CCT
17210,Kakinada Town -Bangalore Seshadri Exp,CCT,SBC
17212,Machilipatnam Express,YPR,MTM
17213,Narasapur-Nagarsol Express,NS,NSL
17229,Sabari Express,TVC,HYB
17230,Sabari Express,HYB,TVC
17304,Malgudi Express,YPR,MYS
17307,Basava Express,YPR,BGK
17309,Yesvantpur - Vasco Da Gama Exp,YPR,VSG
12073,Howrah-Bhubaneswar Jan Shatabdi Express,HWH,BBS
14209,Vindhyachal-Lucknow Intercity,BDL,LKO
15227,Yesvantpur - Muzaffarpur Weekly Exp,YPR,MFP
16042,Alappuzha-Chennai Express,ALLP,MAS
16307,Executive Express,ALLP,CAN
17017,Rajkot Secunderabad Express,RJT,SC
17035,Telangana Express,SC,SKZR
17036,Telangana Express,SKZR,SC
17049,Machilipatnam Secunderabad Express,MTM,SC
17050,Secunderabad Machilipatnam Express,SC,MTM
17057,Mumbai-Secunderabad Devagiri Expres,CSTM,SC
17058,Devagiri Express,SC,CSTM
17063,Ajanta Express,MMR,SC
17064,Ajanta Express,SC,MMR
17201,Golconda Express,GNT,SC
17202,Golconda Express,SC,GNT
17207,Sainagar Shiridi Vijayawada Express,SNSI,BZA
17208,Vijayawada Sainagar Shirdi Express,BZA,SNSI
17211,Machilipatnam Yeshvantapur Express,MTM,YPR
17214,Nagarsol Narsapur Express,NSL,NS
17225,Amaravati Express,BZA,UBL
17226,Amaravati Express,UBL,BZA
17226-Slip,Amaravathi Express Slip,UBL,KCG
17233,Bhagyanagar Express,SC,BPQ
17234,Bhagyanagar Express,BPQ,SC
17239,Simhadri Express,GNT,VSKP
17240,Simhadri Express,VSKP,GNT
17241,Simhadri Link Express,NS,NDD
17255,Narasapur Hyderabad Express,NS,HYB
17256,Hyderabad-Narsapur Express,HYB,NS
17301,Mysore Dharwad Express,MYS,DWR
17302,Dharwad Mysore Express,DWR,MYS
17303,Malgudi Express,MYS,YPR
17305,Hubli-H.Nizamuddin Goa Express,UBL,NZM
17308,Basava Express,BGK,YPR
17312,Vasco Da Gama - Chennai Cent Exp,VSG,MAS
17313,Chennai Cent - Hubli Weekly Exp,MAS,UBL
17314,Hubli - Chennai Cent Weekly Exp,UBL,MAS
17315,Vasco Da Gama - Velankanni Weekly Exp,VSG,VLNK
17316,Velankanni - Vasco Da Gama Weekly Exp,VLNK,VSG
17403,Tirupati Narasapur Express,GDV,NS
17479-Slip,Puri-Shirdi Express Slip,PURI,SNSI
17480,Tirupati-Puri Express,TPTY,PURI
17610,Purna - Patna Exp,PAU,PNBE
17643,Circar Express,MS,COA
17644,Circar Express,COA,MS
18002,Kandari Express,DGHA,HWH
18207,Durg Jaipur Express,DURG,JP
56261,Arakkonam - Bangalore Passenger,AJJ,SBC
12175,Chambal Express,HWH,GWL
12574,Howrah-Sainagarshirdi Express,HWH,SNSI
12713,Satavahana Express,BZA,SC
17401,Tirupati-Machilipatnam Express,TPTY,MTM
17402,Machilipatanam-Tirupati Express,MTM,TPTY
17404,Narasapur Tirupati Link Express,NS,TPTY
17405,Krishna Express,TPTY,ADB
17406,Krishna Express,ADB,TPTY
17415,Haripriya Express,TPTY,KOP
17416,Haripriya Express,KOP,TPTY
17429,Rayalaseema Express,HYB,TPTY
17430,Rayalaseema Express,TPTY,HYB
17479,Puri-Tirupati Express,PURI,TPTY
17481,Bilaspur-Tirupati Express,BSP,TPTY
17482,Tirupati-Bilaspur Express,TPTY,BSP
17487,Tirumala Express,TPTY,VSKP
17603,Prasanti Nilayam Express,KCG,YPR
17607,Tungabhadra Express,SC,KRNT
17608,Tungabhadra Express,KRNT,SC
17613,Pune Nanded Exp,PUNE,NED
17614,Nanded Pune Express,NED,PUNE
17617,Tapovan Express,CSTM,NED
17618,Tapovan Express,NED,CSTM
17687,Manmad-Dharmabad Composite Express,MMR,DAB
17688,Dharmabad-Manmad Composit Express,DAB,MMR
18003,Jhargram Purulia Express,JGM,PRR
18004,Purulia Jhargram Express,PRR,JGM
18007,Shalimar-Baripada Express,SHM,BPO
18008,Baripada-Shalimar Express,BPO,SHM
18048,Vasco-Da-Gama - Howrah Amaravati Exp,VSG,HWH
18102,Jammu-Rourkela Express,JAT,ROU
18105,Rourkela-Bhubaneswar Intercity,ROU,BBS
18106,Bhubaneswar-Rourkela Intercity,BBS,ROU
18108,Koraput - Rourkela Exp,KRPU,ROU
18190,Allapuzha Dhanbad Slip Express,ROU,TATA
18191,Utsarg Express,CPR,CPA
18192,Utsarg Express,CPA,CPR
18201,Durg-Nautanwa (Via Varanasi)Express,DURG,NTV
18205,Durg -Nautanwa Express,DURG,NTV
18208,Jaipur Durg Express,JP,DURG
18209,Dalli Rajhara Raipur Express,DRZ,R
18236,Bilaspur Express Cum Passenger,BSP,BPL
18239,Gerva Road-Nagpur Express,GAD,NGP
18240,Nagpur Bilaspur Express,NGP,BSP
18241,Durg Ambikapur Express,DURG,ABKP
18241-Slip,Durg Ambikapur Express Slip,DURG,CHRM
18301,Rayagada Express,SBP,RGDA
52179,Dhaulpur Sirmuttra Passenger,DHO,SRMT
56014,Vellore Cantt-Arakkonam Passenger,VLR,AJJ
12380,Amritsar - Sealdah Superfast Express,ASR,SDAH
12663,Howrah-Tiruchirappalli Express,HWH,TPJ
14260,Lucknow Charbagh - Mughal Sarai Ekatmata Exp,LKO,MGS
15901,Bengaluru - New Tinsukia Weekly Exp,SBC,NTSK
16312,Kochuveli - Bikaner Express,KCVL,BKN
16515,Yesvantpur - Karwar Express,YPR,KAWR
17038,Bikaner - Secunderabad Express,BKN,SC
17310,Vasco Da Gama - Yesvantpur Exp,VSG,YPR
17609,Patna - Purna Exp,PNBE,PAU
18029,Mumbai Ltt [Kurla] - Kolkata Salimar Exp,LTT,SHM
18048-Slip,Amaravati Express,VSG,KCG
18101,Tatanagar Jammu Tawi Express,TATA,JAT
18102-Slip,Jammu-Tata Muri Express Slip,JAT,TATA
18103,Jallianwalabagh Express,TATA,ASR
18181,Tata-Chapra Express,TATA,CPR
18181-Slip,Tata-Chapra Express Slip,TATA,KIR
18182,Chhapra-Tata Express,CPR,TATA
18183,Tata-Danapur Express,TATA,DNR
18184,Danapur-Tatanagar Express,DNR,TATA
18189,Tatanagar- Alappuzha (Alleppey) Express,TATA,ALLP
18202,Nautanwa-Durg Nautanwa Express,NTV,DURG
18203,Betwa Express,DURG,CNB
18204,Betwa Express,CNB,DURG
18206,Nautanwa-Durg Express,NTV,DURG
18233,Indore - Bilaspur Narmada Exp,INDB,BSP
18234,Bilaspur - Indore Narmada Exp,BSP,INDB
18237,Chhattisgarh Express,BSP,ASR
18238,Chhattisgarh Express,ASR,BSP
18238-Slip,Chhattisgarh Express Slip,ASR,CWA
18242,Ambikapur Durg Express Cum Passenger,ABKP,DURG
18302-Slip,Sambalpur Express Slip,RGDA,PURI
18401,Puri - Okha (Weekly) Express,PURI,OKHA
18410,Sri Jagannath Express,PURI,HWH
18417,Jharsuguda-Bhubaneswar Rajya Rani Express,JSG,BBS
18418,Bhubaneswar-Jharsuguda Rajya Rani Express,BBS,JSG
18447,Hirakhand Express,BBS,JDB
18447-Slip,Hirakhand Express Slip,BBS,KRDL
18448,Hirakhand Express,JDB,BBS
18449,Baidyanathdham Express,PURI,PNBE
18450,Baidyanathdham Express,PNBE,PURI
18452,Puri - Hatia Tapaswini Exp,PURI,HTE
18463,Prasanti Express,BBS,SBC
18464,Prasanti Express,SBC,BBS
18495,Rameswaram-Bhubaneswar Express,RMM,BBS
18496,Bhubaneswar-Rameswaram Weekly Express,BBS,RMM
18602,Jammu Tawi-Rourkela Express,MURI,HTE
18604,Bhagalpur Ranchi Express,BGP,RNC
18605,Ranchi-Jaynagar Express,RNC,JYG
12610,Bangalore - Chennai Cent Sf Intercity Exp,SBC,MAS
13303,Dhanbad Ranchi Intercity Express,DHN,RNC
16526,Bangalore - Kanniyakumari Island Exp,SBC,CAPE
18210,Raipur Dalli Rajhara Express,R,DRZ
18309,Nagavali Express,SBP,NED
18402,Okha Puri Weekly Express,OKHA,PURI
18405,Puri - Ahmedabad Exp,PURI,ADI
18406,Ahmedabad - Puri Exp,ADI,PURI
18413,Paradip Puri Intercity Express,PRDP,PURI
18414,Puri Paradip Intercity Express,PURI,PRDP
18415,Banspani-Puri Intercity,BSPX,PURI
18416,Puri-Banspani Intercity,PURI,BSPX
18419,Puri-Darbhanga Weekly Express,PURI,DBG
18420,Darbhanga-Puri Weekly Express,DBG,PURI
18425,Puri - Durg Exp,PURI,DURG
18426,Durg - Puri Exp,DURG,PURI
18452-Slip,Tapaswini Express Slip,PURI,RGDA
18473,Puri - Jodhpur Express,PURI,JU
18477,Utkal Express,PURI,HW
18478,Utkal Express,HW,PURI
18507,Visakhapatnam - Amritsar Hirakud Exp,VSKP,ASR
18509,Visakhapatnam-Nanded Express,VSKP,NED
18510,Nanded-Visakhapatnam Express,NED,VSKP
18517,Korba Visakhapatnam Express,KRBA,VSKP
18518,Visakhapatnam-Korba Express,VSKP,KRBA
18601,Rourkela-Jammutawi Express,ROU,JAT
18603,Ranchi-Bhagalpur Tri-Weekly Express,RNC,BGP
18606,Jaynagar-Ranchi Express,JYG,RNC
18617,Howrah-Ranchi Intercity,HWH,RNC
18621,Patliputra Express,PNBE,HTE
18624,Hatia-Rajendranagar Express,HTE,RJPB
18625,Patna-Hatia Super Express,PNBE,HTE
18626,Hatia-Patna Super Express,HTE,PNBE
18627,Howrah-Ranchi Intercity Express,HWH,RNC
18628,Ranchi-Howrah Intercity Express,RNC,HWH
18646,East Coast Express,HYB,HWH
19005,Saurashtra Mail,BCT,OKHA
19005-Slip,Saurashtra Mail,BCT,VRL
19006,Saurashtra Mail,OKHA,BCT
19017,Saurashtra Janata Express,BDTS,JAM
19039,Awadh Express,BDTS,MFP
19040,Awadh Express,MFP,BDTS
19049,Mumbai Bandra T - Patna Exp,BDTS,PNBE
19050,Patna - Mumbai Bandra T Exp,PNBE,BDTS
19051,Valsad - Muzaffarpur Shramik Exp,BL,MFP
19052,Muzaffarpur - Valsad Shramik Exp,MFP,BL
19053,Surat - Muzaffarpur Exp,ST,MFP
19054,Muzaffarpur - Surat Exp,MFP,ST
56523,Ksr Bengaluru City - Hindupur Passenger,SBC,HUP
12904,Golden Temple Mail,ASR,BCT
13006,Amritsar Howrah Mail,ASR,HWH
18609,Ranchi - Mumbai Ltt Exp,RNC,LTT
18610,Mumbai Ltt - Ranchi Exp,LTT,RNC
18611,Ranchi-Varanasi Express,RNC,BSB
18613,Ranchi Chopan Express,RNC,CPU
18614,Chopan Ranchi Express,CPU,RNC
18615,Howrah - Hatia Kriya Yoga Express,HWH,HTE
18622,Patliputra Express,HTE,PNBE
18623,Patna Rajendra Nagar-Hatia Express,RJPB,HTE
18623-Slip,Hatia Express Slip,RJPB,BRKA
18631,Ranchi Garib Nawaz Express,RNC,AII
18632,Garib Nawaz Express,AII,RNC
19011,Gujarat Express,BCT,ADI
19012,Gujarat Express,ADI,BCT
19018,Saurashtra Janata Express,JAM,BDTS
19019,Bandra T - Dehradun Express,BDTS,DDN
19020,Dehradun - Bandra Terminus Express,DDN,BDTS
19023,Mumbai Firozpur Janata Express,BCT,FZR
19024,Firozpur Mumbai Janata Express,FZR,BCT
19025-Slip,Surat Bhavnagar Express Slip Slip,ST,BVC
19026,Bhavnagar Surat (Slip) Express,MHV,ST
19037,Awadh Express,BDTS,GKP
19038,Awadh Express,GKP,BDTS
19048,Bhagalpur - Surat Tapti Ganga Exp,BGP,ST
19059,Surat-Jamnagar Intercity Express,ST,JAM
19060,Jamnagar-Surat Intercity Express,JAM,ST
19113,Bhilad Vadodara Express,BLD,BRC
19114,Vadodara Bhilad Express,BRC,BLD
19116,Bhuj - Mumbai Bandra Sayaji Nagari Exp,BHUJ,BDTS
19132,Bhuj - Mumbai Bandra Kutch Exp,BHUJ,BDTS
19151,Palanpur - Gandhidham Exp,PNU,GIMB
19152,Gandhidham - Palanpur Exp,GIMB,PNU
19215,Saurashtra Express,BCT,PBR
19216,Saurashtra Express,PBR,BCT
19223,Ahmedabad - Jammu Tawi Exp,ADI,JAT
19224,Jammu Tawi - Ahmedabad Exp,JAT,ADI
19225,Bhatinda Jammu Tawi Express,BTI,JAT
19226,Jammu Tawi Bhatinda Express,JAT,BTI
19259,Kochuveli - Bhavnagar Exp,KCVL,BVC
19260,Bhavnagar - Kochuveli Exp,BVC,KCVL
19263,Porbandar-Delhi Sarai Rohilla (Biweekly) Express,PBR,DEE
19264,Delhi Sarairohilla-Porbandar Express,DEE,PBR
19269,Porbandar Muzaffarpur Express,PBR,MFP
19270,Muzaffarpur-Porbandar Express,MFP,PBR
19305,Shipra Express,INDB,HWH
19309,Shanti Express,GNC,INDB
19310,Shanti Express,INDB,GNC
19313,Indore-Patna Express,INDB,PNBE
14604,Amritsar - Saharsa Jan Sadharan Exp,ASR,SHC
15708,Amrapali Express,ASR,KIR
18451,Hatia - Puri Tapaswini Exp,HTE,PURI
19105,Ahmedabad-Haridwar Mail,ADI,HW
19107,Ahmedabad-Udhampur Janmabhoomi Express,ADI,UHP
19108,Udhampur-Ahmedabad Janmabhoomi Express,UHP,ADI
19109,Gujarat Queen Express,BL,ADI
19110,Gujarat Queen Express,ADI,BL
19119,Ahmedabad Somnath Intercity Express,ADI,VRL
19120,Somnath Ahmedabad Intercity Express,SMNH,ADI
19129,Baroda Ahmedabad Express,BRC,ADI
19130,Ahmedabad Baroda Express,ADI,BRC
19143,Lokshakti Express,BDTS,ADI
19144,Lokshakti Express,ADI,BDTS
19165,Sabarmati Express,ADI,DBG
19166,Sabarmati Express,DBG,ADI
19167,Sabarmati Express,ADI,BSB
19168,Sabarmati Express,BSB,ADI
19221,Ahmedabad-Veraval Somnath Express,ADI,VRL
19222,Veraval-Ahmedabad Somnath Express,VRL,ADI
19311,Pune Indore Express,PUNE,INDB
19312,Indore Pune Express,INDB,PUNE
19314,Patna Indore Express,RJPB,INDB
19322,Patna-Indore Express,RJPB,INDB
19323,Indore Habibganj Intercity Express,INDB,HBJ
19565,Uttaranchal Express,OKHA,DDN
19566,Uttranchal Express,DDN,OKHA
19571,Rajkot-Porbandar Express,RJT,PBR
19572,Porbandar-Rajkot Express,PBR,RJT
19601,Ajmer New Jalpaiguri Weekly Express,AII,NJP
19602,New Jalpaiguri Ajmer Weekly Express,NJP,AII
19603,Ajmer-Sultanpur Weekly Express,AII,SLN
19604,Sultanpur Ajmer Express,SLN,AII
19657,Indore Jn - Udaipur Express,INDB,UDZ
19658,Udaipur Indore Express,UDZ,INDB
19707,Aravalli Express,BDTS,JP
19708,Aravalli Express,JP,BDTS
19709,Jaipur - Kamakhya Kavi Guru Exp,JP,KYQ
19710,Kamakhya - Jaipur Kavi Guru Exp,KYQ,JP
19711,Jaipur-Bhopal Express,JP,BPL
19712,Bhopal Jaipur Express,BPL,JP
19735,Intercity Express,JP,LHU
19771,Jaipur - Amritsar Express,JP,ASR
19781,Jaipur-Amritsar Express,JP,ASR
19801,Kota-Indore Intercity Express,KOTA,INDB
19802,Indore-Kota Intercity Express,INDB,KOTA
19943,Udaipur - Ahmedabad Exp,UDZ,ADI
19944,Ahmedabad - Udaipur Exp,ADIJ,UDZ
22112,Nagpur-Bhusaval Sf Express,NGP,BSL
12946,Mahuva - Surat Sf Exp,MHV,ST
18104,Jallianwalabagh Express,ASR,TATA
18302,Sambalpur Express,RGDA,SBP
18303,Sambalpur - Puri Intercity Exp,SBP,PURI
19324,Habibganj Indore Intercity Express,HBJ,INDB
19325,Indore Amritsar (Weekly) Express,INDB,ASR
19326,Amritsar Indore Express,ASR,INDB
19327,Ratlam Chittaurgarh Express,RTM,COR
19328,Chittaurgarh Ratlam Express,COR,RTM
19567,Tuticorin - Okha Exp,TN,OKHA
19568,Okha - Tuticorin Exp,OKHA,TN
19569,Okha Varanasi Express,OKHA,BSB
19570,Varanasi Okha Weekly Express,BSB,OKHA
19653,Ratlam-Ajmer Express,RTM,AII
19654,Ajmer-Ratlam Express,AII,RTM
19736,Loharu-Jaipur Intercity Express,LHU,JP
19772,Amritsar - Jaipur Express,ASR,JP
19782,Amritsar-Jaipur Express,ASR,JP
19911,Mahesana Ahmedabad Intercity Express,MSH,ADI
19915,Mahesana Ahmedabad Intercity,MSH,ADI
21028,Solapur-Gondia Slip Exp.,SUR,G
21107,Khajuraho-Varanasi Bundelkhand Link Express,KURJ,BSB
21108,Bundelkhand Link Express,BSB,KURJ
21125,Indore Bhind Express,INDB,BIX
21126,Bhind Indore Express,BIX,INDB
22131,Pune - Manduadih Gyan Ganga Exp,PUNE,MUV
22132,Manduadih - Pune Gyan Ganga Exp,MUV,PUNE
22162,Damoh Bhopal Rajya Rani Express,DMO,BPL
22410,Anand Vihart Delhi-Sasaram Garibrath Express,ANVT,SSM
22424,New Delhi-Guwahati Rajdhani Express,NDLS,GHY
22463,Rajasthan Sampark Kranti Express,MTD,BKN
22471,Bikaner - Delhi Sarai Rohilla Sf Intercity Express,BKN,DEE
22472,Delhi Sarai Rohilla - Bikaner Sf Intercity Express,DEE,BKN
22601,Chennai Cent - Sainagar Shirdi Sf Exp,MAS,SNSI
22608,Bangalore - Ernakulam Weekly Sf Exp,SBC,ERS
22681,Mysore - Chennai Weekly Sf Exp,MYS,MAS
22682,Chennai - Mysore Weekly Sf Exp,MAS,MYS
22811,Bhubaneshwar-New Delhi Rajdhani Express,BBS,NDLS
22812,New Delhi-Bhubaneswar Rajdhani Express,NDLS,BBS
22835,Shalimar-Puri Express,SHM,PURI
22836,Puri-Shalimar Weekly Superfast Express,PURI,SHM
22845,Pune - Hatia Sf Exp,PUNE,HTE
22846,Hatia - Pune Sf Exp,HTE,PUNE
22855,Santragachi-Tirupati Superfast Express,SRC,TPTY
22856,Tirupatisantragachi Superfast Express,TPTY,SRC
22905,Okha Howrah Triweekly Sf Express,OKHA,HWH
58126,Sambalpur Jharsuguda Passenger,SBP,JSG
18310,Nagavali Express,NED,SBP
22403,Puducherry-New Delhi Sf Express,PDY,NDLS
22405,Bhagalpur - Delhi Anandvihar T. Garib Rath Express,BGP,ANVT
22407,Varanasi-Delhi Anand Vihar Terminus Garib Rath,BSB,ANVT
22408,Delhi Anand Vihar Terminus-Varanasi Garib Rath,ANVT,BSB
22409,Sasaram-Anand Vihart Delhi Garirath Express,SSM,ANVT
22423,Guwahati-New Delhi Rajdhani Express,GHY,NDLS
22447,Khajuraho Nizamuddin Express,KURJ,NZM
22481,Jodhpur-Delhi Sarai Rohilla Express,JU,DEE
22482,Delhi Sarai Rohilla-Jodhpur Express,DEE,JU
22609,Mangalore - Palghat Intercity Express,MAQ,PGT
22610,Palghat Mangalore Intercity,PGT,MAQ
22688,Chandigarh Chennai Express,CDG,MAS
22815,Bilaspur-Ernakulam Express,BSP,ERS
22816,Ernakulam-Bilaspur Express,ERS,BSP
22853,Kolkata Shalimar-Visakhapatnam Superfast Express,SHM,VSKP
22854,Visakhapatnam-Shalimar Express,VSKP,SHM
22861,Rajya Rani Express,SHM,BQA
22862,Rajya Rani Express,BQA,SHM
22926,Paschim Express,KLK,BDTS
22996,Ajmer Bandra Sf Express,AII,BDTS
23112,Giridih Kolkata Express,GRD,KOAA
23142,Teesta Torsa Express,HDB,SDAH
23154,Gour Express,BLGT,SDAH
24033,Jammu Mail,DLI,HSX
24034,Jammu Mail,HSX,DLI
24042,Kotdwar - Najibabad Mussoorie Exp,KTW,DEE
24887,Haridwar-Barmer Link Express,HW,BME
24888,Barmer-Haridwar Link Express,BME,HW
25014,Corbett Park Link Express,RMR,DLI
25036,Ramnagar Delhi Link Express,RMR,DLI
25202,Narkatiaganj Sugauli Intercity Link Express,NKE,SGL
25610,Jivachh Link Express,DBG,GHY
25715,Radhikapur Delhi Link Express,RDP,DLI
28242,Chirmiri Durg Express Cum Pass,CHRM,DURG
28624,Barkakana Rajendranagar Slip Express,BRKA,RJPB
29019,Nimach Kota Link Exp,NMH,MTC
29020,Dehradun Express Slip,MTC,NMH
30145,Bbd Bag-Krishnanagar Local,BBDB,KNJ
31393,Sealdah-Kalyani Local,SDAH,KYI
31511,Sealdah-Shantipur Local,SDAH,STB
31581,Sealdah-Shantipur-Krishnanagar City Local,SDAH,KNJ
31801,Sealdah Knj Ladies Special,SDAH,KNJ
31921,Sdah Gede Local,SDAH,GEDE
31923,Sdah Gede Local,SDAH,GEDE
31925,Sdah Gede Local,SDAH,GEDE
31927,Sealdah Gede Emu,SDAH,GEDE
31929,Sealdah-Gede Local,SDAH,GEDE
15657,Kolkata Sealdah - Guwahati Kanchanjungha Exp,SDAH,GHY
23010,Doon Express,KTW,HWH
23111,Danapur Express,GRD,DNR
23225,Intercity Link Express,SHC,DNR
23226,Intercity Link Express,DNR,SHC
23347,Palamu Express,SGRL,PNBE
23348,Palamau Express (Slip),GHD,SGRL
24227,Varuna Express,BSB,CNB
24228,Varuna Express,CNB,BSB
24369,Triveni Express,SKTN,BE
24370,Triveni Express,BE,SKTN
24370-Slip,Triveni Express Slip,BE,BRWD
25716,Garib Nawaz Express,KIR,RDP
28181,Barauni-Katihar Slip Express,BJU,KIR
